2^7<128; lcm = 128
7079^1<8192; lcm = 1348037139174036383852755180220710010873540840101177068692000386067417342292561042719044342070865379321082172963272057651281304454161465245464706738989389742669261736127451074800217236056616025006969265522296505267448627080595852854609437360296722894983498180092263463232216620792234683824399340781827439731796362922520164765646160387609121985527775930229464666537619681654368561651841810659897805326765732948522031905886972448950131537417292682945783781822767343530734007815046761692155345176077354772159842516507825323864098715624214933162837253741661538910092914320359284076114313139434836058450083044262861942719301724940612974816771658144914946057021932764760725341400807453275559331755440320449683213893129356837450153567890032827363924285412520800439561201223306706000469964778997073754810181993744306449730110058390691340850934975122901101412712745749507328705134168983750955662143912614127490437561975755642725118854912986810178734234384090896187871571523171892389577107489276969047833190722101393403816655404967049295976899260084769813489177514093582882735884129863206254434238824052017868254838393052821654071399327817371736959398307787113709913372087530664909051604007017842752782962840962494237488713849893566231803700154016625476756440994255020750409645607009540017675632332179783069868421694654367249796647444348488163375026770879620708089061304461448536478619464103859890335703550029913820551314280518827011845117776949510915390799797476293173552516208920645181418477960453207472566070650977598622023168756204013964826336869557423359006528741595299379045838235747351085888437522915086302910142883364372250429279103645900804251434799540398576009091974615722860105947762207488449042816654291938273320658690174871112574689058167413801839104293377668664930492111853605688510865197837211404536305288895115842208091024798748822372390323325898154430297585225727820533217650291982607829792297059060582659281992240467037206325287996963100026197983008876262749953923711133346070976050526477374703076666022495896096185928426128036689865959140253518529645468365764049345417857494694124348319163637782368443438989490040083239605210433707668521085441889317681831962911476626047478838722271180255051578775421695827683997592903114779935225616728969248578055203335738532489732946491909235000939404092648704174467240913588488078721417024020772668462308091280374395605974053610677970751892899226711165784448624090262641937304858154563736111234720282189539079780414887022792110080828654559017932719551081644903173542817811551735373914698324364694434459521735235853440750627703608673433869406572891553948798708323639176873075547420251207883425372867337694276424471705732233148895382336640752877675699908009816349588863486307315026799777190341821447664003499040702269379921512790057373617959911090123796557016901025086897198871940586354485269784443886702691276474485803092969708838445427351807602129911386362344708286249960726279647230620627873745075035571032947422892791538930783045411202631543256799278312726663316211371290822685112646214802135205223516515098954486612172309136478971901696
7103^1<8192; lcm = 9575107799553180434506120045107703207234760587238660718919278742236865382304061086433371961729356789317646674558121425497051105537908887638535811967041635342179766111713284984305943027710143625624502693004872076914687598153472342826290833570187622723067787573195347379338434657487242959204708517573320304414949565838660730330384677233187593463203792432419887526416712598790979893413032381117254111236017001133351992627515165304892784310275029926963902202287116441098803657510277148299379416785677450946651361394755083275406693177078798670255633013327021910878389970417511994792639966229405640523170939863399108379135200152253173960123529087803330861843026788428095432099969935340616297933458892596154099868282897821616408440792722903172765954199285135245522203212289147532721338159825216214880416722701565808712432971744749080594064191128297966523334498633058750555792568002291583038068208211298147564578002713792330276519226446945312699549266830197635622451772529089951643166194496334311146759153699086197347309703341480951149323915444382119985213627882606719216072984974418354025246398367241482918214117105854192208869149425486791447622606180211868681514681937730312848993543261847737073017385059356596568882334475794000944501682193980090761401000382193412390159712746588762745550016455472999145275399297129970575305586797207311424452815153557945889556602445589668954607634053529716801054502315862477867375985334525228265135871569672376032020850961474110411743522631963342723615448953099132677636799833893883012230567675317111192161470784466378119023373651551411489362588988513434763065571725265858009570744900537136094799169473196833412597941381135451085392580295695479475332546954959790453551126695435637555396638676312109512618016380163140234463157795861580527001285470496161205492675500237712606421376467022007827204070549145512885311088466583854590918403747858344709247444970023952463415014686010507318628879990884037365276528520642428899486084273312048094312922720120180157142142886889568792515953558757788349971208649610787444608117907773220742116071761802022042500503041784812365246111019319168163053747142347754711250915809710625569505269893739823494052432560218474815242191444292193351631364041820305464039434902390824281879907555625868572649926109293750796274573118932031296211672587270083745751240812209219030823158225121619548264087774372364499331989233702796645626250695263207329410566938576913135545680676407471866217598100218164392296083680286942522892357904125933332704376106971332923747241674634915451976360916102197962424567965982885380266989651708578732407400774394887248707698317225222809073329455613326044329595970423476699642445443022525816052056603900737159267690130496446593725531129697343240858635358817382997957742757416853686108219405582505347777524808369248473149326944491047981192230803587393984875908871278904927249216136798272659369363841879477870479889397928760577331734462957233471038764334279098319787211267977661047025544807498301025351971555772291851753045273855297489535049370278713532355126063739566362702637806747873718406259911796410137417746688
7109^1<8192; lcm = 68069441347023559708904007400670662100231913014679639050797152578561876002799570263454841275933997415259150209433685213858536309268994282222351087273698985647555957288169742953430948983991411034564589644571635594786514135273034885152101535850463809938288901857845724519716931980076810196986272851428734044085876463547039131918704670450730601929915760402072980425296409864805076062273247197362559476776844861056999315589005310152482803661745187750786380756059110779771395201240560247260288273929380998779744528155313887004866181795853179746847295091741798764434474299698092770980877519924844698479222211488904261467272137882367813682518168285193879096842077438935330426798686270336441262008959267466059495963623120613871047605595467118655193168402718026460417342636163549810115992978197462071584882481685431334136685996133421213943202334731070244014384950782414657701129365928290863817626892174118531036585021292349675935775180811334227981095737895874991640009650909300466231268476674440617942310823646803776942024681054588081720543714894112490974883680617451166907062850183140078765476645992719702065584158505517452412850783265785600401149107335126174456887873895324794043495099048475562852080590386966045008184515788419552714462458717004465222799711717012968681645397915499514358115066981957550923762813603296960819847416541346776916435062926643437328857886785696956598305670486542756738696456963466355159175879743139847736850910988800921211636229485119450917084702390627403422182226607581734205320010019151614333947105603829343465075895806771482048137163288878984277878645119342007730633149394914984590038425497918500497927295784956288730158765278491921766055853322099163590139076302809150334294959677851947381314704349902786525201478446579763926798588770779975966452138409757210009847430131189898919049565304059453643593737533875451101676527908944622286838932243524972538040086291900278062417339402848696528132707855194621629750841253247027046446573098975349902470567617334360737123493782897944545995913849209117379945322290083087943719110206359826255703154154650574700136076124048231104534603236339966471149088434950188242282760491232837173612963674596405219218743070593137461556738977473202536747366973300551543856342721096369819884262812944299682968324710969274410715940302487810484768780422903025348545570933995338090121831822389593368609399988013139225751111462393181353757016192626140904779720366343275480594243928580717496940904894450930664832858883159874395241772340431260062195409744459205754919141064979613948099949752570525314876253670172332168318029433996286208684212105173253451063027337154108949702299099955134849139097753740495857758144654447136026314070397130340465234009137699238834794800801018413099264038765832775732481593262476412854543331754286030517350423862696987395618565248386860098295568782702783838482836165921735127814677516498920335456807551921208181241533729875558944251300297162972745614575652390109955367284904053192383304598036505421989227165789985222774112398851837309853104665973311374501512591187124577272453052168170634264150101712960679666902761204992
7121^1<8192; lcm = 484722491832154768687105436700175784815751452577533709680726523511939119015935739846061924725925995594060408641377272407886637058304508283705362092476010476796245971849056739571381787715002837977134442858994617070474767157279281417168115036791152790570555270129719404304904272630126965412739248975024015127935526296918465658393095958279652616342930129823161693608535734647276946639447793292418786034127912255586892126309306813595830044875287481973349817363896927862752105228034029520740512798651122092310560784993990189361652080568270492977299588348293349001537891488150118622154828819384819097870541368012487245908444893860341201233211876358865613048612433442658487969233444931065798226765798943625809670756960241891375729999445321351943630552195755066424631896912120638197835985997744127411755948152081956530387340978466092464489543825619951207626435234521574777489742214775359241245321099171898059511521936622822042338655062557511037453382749556525815468508724125128620032862822398691640367195375188889695604157753789721729931991793760975048232146689676869759545194556154140500888959196114156998409024792717789778631910427635659260456582793333433488307498550008607858383728600324194483069665884145585206503281936929335634879687168523788796851556747136849349981996878556272041744137391978519720128114995669077657998133453190930398421934083100627917218797011800948027936534679534670970736257470036843915088491439650898855734115337151251359948061590163535609980560165723657739769359635672589529276083791346378645672037339004868754814805454040019723664784739780107247042773831894834437049838656841189605265663627970677642045740273284673732047460567548140974896083731506668143925380362352303959530514407865983717302342009675657742845959728018094498922732750636724208857105677615881092480123549964203270202551954530207369396031004978727087295038555239594655304580036506141329443383454484621880082473873887685567976833012636840900625455740564372079597746047037803466655492912003037982809056399228016263112036902520218124862590640027681669247223783779488322766862160735266742439668998079347453695390909645976901241052658745280290473295537458069033513297914326801001566056669405693731863745538258586675264178000216873227543801016516927249487395835490976358042417440266812203078708210894015698462038485391492443506993010620980802539757564407236294377867537314641564426573664723701844420103712307690749382936388728730464697311611015423289295716183753385077264274788106981465568516660836211002902893512790294004180779203523719830924419742188054710767233802385297177370592687599487554092040274400938737825019817667874409830830071890780515260719515104386071003095748084318055643382495297965154452931379069556279742573776504052119679859220051495195991001425622094535937203065422270823314052368326265247244199803133762830759962745301626523713836276337528675845168318594988811708787926577230923458620961690443855242013509416097528921521393220669972992170435801762782961512042617955109985286647590484771374454392223933483463958326395950297825271161843514114757138184489543086595012874297992999908014562540748032
7127^1<8192; lcm = 3454617199287767036433000447362152818381860602520082748894537933069590101226574017882883337521674570598868532387095820451008062314536230537968115633076526668126845041368227382925238001044825226263037174256054635861273665529929438660157155867210545938396347410214510194481052751034914882496592627444996155816796495918137904747367594894659084196676063035249673390348034180831142798699344422795068688065229630645567780184206429660497480729826173884024064148352493404877834253960198528394317634715986547151897366714652168079580494378210063803449214166158286698333960552636045895420097464995755605710523348329824996601589486758542651741189101042809635224197460813145827043756726762023705943962159849071221145523484855643959834827706046805275302254945499146358408351529292683788435977072205922396063584642479888104192070579153527840994416978845193392256753603916435263439169392764703985312355403473798117470138616842310852695747594630847381163930258856089359486844061676839791674974213335235475320897001438971216860570832311259346769225305514134469168750509457327050776278601601710559349835612190705596927661119697699687752309625617759343549274065568087380471167542165911348206700833734510534080837508756305585766748890364495375069787530450069042755161044936844325317321691753470550841510467192630910045353075574133516468552697120891760949553124210258175166018366303105356595103682661043600008437306988952586582835678490391956144817040007876968442349834953095518292331452301112508711336226123438545575150649180925640607704610115087699615565118470943220570558920840412824349673849099914485032854200107307158316728384676547019554859990927699869688302251464915600728084388754448023861756185842484870319573976184860865953213791502958412733263154981584959493822316313787933436524592164368384546105840540594876706733587779936787921685512972483387951151739783192591108355741920179269254942993880111900139347791299197535042970888881062765098757623063002279811293136077238425306853697983845651703480144957298071907199487004261594575895683491477287256724963906996413276359426619560246073367520949311509302487051013046877375144982298877612630203177295463658001849274235407110738161285882854379226992914451168947234607796607545655492704669844716140507096670119544188503768309096781570571341953419041649882938948285385166644874339186695730179700852161530373070031061938441450429668190508485823045182079157616911970852187642469662021897739851706921782810569241610375445662486414838456905106818241779675817688922065656425367796413383513551234998339502574265923638075309600012983120214084521547798013971035655490384478916240518940918864325922365592732263147984148959528039063396596934782570387043988597655786041938628727605725323305144379456958356661307006261827867160408667757624446247264524157759251229061292417109411996934327694826254485764692234508511141457566872748514606626485261048531552715924791489591593967793356309830281608527088623682969483714897515198695959163354166696327738166068865137937377384965585736453379973936647630992223937772600707570458725095874123840856973578162656755121796110344419787227911224064
7129^1<8192; lcm = 24627966013722491202730860189244787442244284235365669916869160924853107831644246173487075313192018013799333767387606103995236476240328787505174696348202558617076278299914093012874021709448559038029192015271413499055019961562866968208260364177343981994827560687419243176455425062127908197318208841055377594817942219400405122943983584004024611238103653378294921599791135675145217011927626390106044677217022036872252704933207637049686540122930793619207553313604925483374080396482255308923090417890268094645876327308755306239329344422259544854789447790542425872422804779742371188449874827954741713110320950243322400772731451101650564262937101334189889513303698136916600994941705086466999674506237564028735546436923535885789662486716407674807629775506463414389093138052327542727760080547756020761537294916239122294785271158785499978449198642187383693398396442320266993057838601019574711291781671364706779444618199468834068867984602123310980317658815385061043781711315694190874850891166866893703562674723258425804999009463546967883117807203010264630704022381921284544984090150818594577604978079307540200497296122324901073986215321029006360162774813434894935378953408100782001365570243693325597462290599923702520931152839408487528872515304578542205801543089354763195187186340510491556949128120616265757713322075767997838904312177774837363809364222494930530758544933374838087166494153690579824460149561524242989749035551958004255356400678216154908025511973380617949906030923454631074603115956033993391405248978010818891892326165510460210559363729579354219447514546671303024788824870233290363799217592564992731639956654359103702406596875323572371007906750693383317590513607430459962110459848871074640508242876221873113380461119624590524375433031863719176231459293000994177468983817539782213429188537213900876042303747283169361093696021980834072703760752914379982011468084148958010518488603371317736093410404171979227321339466833096452389043094816143252774708767094632734012560012926835650994109953400577954626425142853380907731560327610741580853192267692977430247166352370844994257037056847641749817430186672011188807408578808698500440718450939360417895183476024217292452351807058868869509232487122383424835518982015192978007491591322981365675092161282230519843364275550955816603096785924347922015471762326510853011309164061953860451087375059550029616251440559149100113104530134995432489103042314650965440205245703166220554108987402818645389656548123440366552127865651383359276506507245647308904304325406064656447020631011068106754303162313851941769615838882138492556664006208554114252041599513187990950950193878659529810583779500544310588303981978997932475390482954339548064944289236594712688098692980484199101215829842374281148656124638457647640570864986553392444104677296748792720665702011977953641572998126144822136416368229016490939811175927450994235824160630640213426014981439311827838529298473396398837132780077587189614798235889449403504385851503492875551854378120445385904939568355563377419660715176145834194360961343564452380870444269800251208486628861469364638721580007263284470645368663147779116352256
7151^1<8192; lcm = 176114584964129534590728381213289474999488876567099905575531369773624574104088004386606075564636120816679035770588771249669936041594591159449504253585996496670712466122685679135062129244266645680946752101205877931742447745136061689657269864232186815245011886475735007954832744619276671519022511422387005180543104810932297034172426609212779994963679225308186984360106411212963446852294456315648325486778924585673479092977367812542308448419078105170953213745588822131608048915244607714109019578333307144812661616584909194917444141963578005256599341150168887413695476979937696368605054894704357990451905115189998487925802606827903185044263211640791899909634745377090613714828133073325514672394104820369487892570440205119281876442509031282549360524646719876296405030212194258046212335997003304465753195946025963530009474056475110345890219490281980791491932959032229267356603835890978760447530731929018179808464744401632426474957889783796820251578188818571524083017618529158946058722734265156874176686946021002931547916673824367332175439308726402374164464053119105781181228668503769824453198245128219973756164570745367580075425760678424481524002690872933682894895821328692091765192812650971347452840080054396727178673954610094318967356943041155313686834631975911608783569520990525123743215190526916433407966163816952546004736383267861988600763555061248225454354818563467161327599693041336324714529514459861619695353232051688430053621249923723747290436121644798959778027133624066814486882201599086741938935441755365895922024409565300965710010030221962023269176523246487930264886647038259391528205004432263023957330035321950575909574255438866025077541174208384104089762806735219189051898379277054754274444807862614633783677466435446839808721610857455829231165404250109363080703279226982608232127229616605164578514096821944101181020253184944453904593144090731251364008269749198733217712002708293130803977800233823454574898527323472731034047171030240400591942393493718680923816652439801740258880276767532953533566196544526871188387902744413044681177906272481603697486585803912553932071993517486152944443264891552011161778747061002976651577642667366348368457037049177858326767772277971285860521515412163870998796240390644985731572369550639745942584045329230447399897934464885044528745116145011990332638572396879109883871832207032056085725819050842261785814051438475214908810494995352337729575855592069053862907712023341643182433368917556133181433975630722061214266367273042402186298033313623905974680230978768358252644532360148031400021913706355235594522863846172360272704308397370471016349478118807323290244836426294297675484607208392365016961775131814215131517343606482108212416612330888790432593753503442507772794399202818484494039947289610638277722255518843309367792547349050616745480435087654346490888509600061623097513449205696926710589719057202059780378572669708166209433132272518880873323013383257648084336510334825992935422184845452684459863224101477553071310657939304954606222853310633711927993774224618860323875234567829398975604546973341596391887882988367426531498018631939747249585031310169768461034982656
7159^1<8192; lcm = 1260804313758203338135024481105939351521340867343868224015229076209378326011166023403712894967229988926605217081645013376387072121775678110499000951422148919665630544972306776927909783259704916429897798292532880113344183407429065636256394958038225410339040095279786921948647618729401691404682159272868570087508087341464314467640402095354291983944979573981310621034001797873605316015576012763726362159850321108836436826624976169990386182232180154918854057204670377640182022184236146625306471161288145849713844513131364926413982612317254939631994683294059064994645919699373968302843587991188498853645188719645199175060820862280958901731880332136429211453075142154591703584454604671937359539669396409025163822911781428448938953451922154951770871995945867594405963611289098693352834113402546656670327129777599872911337824770305314966228081330928700486290748053711729325005926861143516946043872509879841149248799105171286541134223532962201436181048253752153540910323131050248894834396054604258062230901846564359986951535467908645731043970011172314596643398156279678287476416037818488173260446236872926792120382161966086505759973020696840863230335263959332235844559184892106684947015345768303876414882133109426169872126841053665229487308355231630890684049130315551207281574200771169360877677548982194746767629766765563276847907767814623976392866290683476046027726146095861407944286202482926748631316794018149335399033788258037470753874528203938306852232194855115753050896249614694324911589681247861985540838827526664448905772748077989613517961806359026124584034729921607092766323506146898983950419626730570988510525722869844172936642094686841873530117266157821801178611933417434174422540497244434985850750379488458163257346982211363926190638012128526281465913129026532930294754775985968492333798836825276373217582419148297820354923992551017345502982318545545028514935203134513731105600227388670523425677071873942111301698557108741281472743697405491027837715595021532036733603414816540658513323901378768414346800401062267870837668995747252986872552631004695800870306467770209973599703401591683368929269333358620847907174050209720309848644343855675687969783928235064287761330481737996435475473528835681152480382284956627452852326593613029941202959180511960772935869312834112033781286286482140838791359539789257547658638446770142489517711138584979752124642794248044063532174333671727385806033550183622356604556310375102823543040488080784357445885831540339236232932923307710557251707620492233542872735773577002676730682207166299756792756880223797131621189182274747927192290143816775202006045913852541627434862783975840877058794303004880941156429348168657966126532662878805412692690527676832850706938681331144913145435103892977530492831982646322559430213627259399251764026846471853365280894434792517466528270840226841159755098782863584298321111798730509545967730201742440761893331793938962668172119452810741502635765077487019283424687421308595768048160821342477802437513000187484170025949406850826743692507429674046421058622804271090667266352951782152488569525354313722406538994315386056650559779239149505372412549440834304
7177^1<8192; lcm = 9048792559842625357795070700897326725868663404926942243757299079954708245782138549968447447179809630526245642994966261002330016617984041799051329828356762796440230421266245738011608514454902185217376498345508480573471204315118404071412146613840343770003290763823030738825443959620915939211403857101377727518045542849689384934255165838357753568773118402463866327161030903338865353043789043605264101221245754598119107104687453972021001629880356971852615568557919300323586373216262824329824543524565022763396262070743806076873153208600938701738825842001461909466573765682406970509508431012759856272611519440893594479411511328590442037729705143743152450598720295243504656625630697730494429416207258027573600757037855311978034868924445306088859548314903491725051600838221861322193290431890077354922937810413834287884671568376481245512618939712075283390108698781489081365567537082427021121756873003407619928158631177814323505720322296069719707471383317179205963113389111547636318226460483894760112631182552792411626351170053180350411702572770183701860109668567619251069218237903423289619490222642036995587047982776430602851839326369541226875404116189436127456656401269970649677864729136579116921029609069326351621172254338242155352030412065497414902439420608274711014659858038934682503019091769045211697551278836076447637937434049605556278571601368235307582340990550529997324816142075219965274926960630668257780158865498327934927600557488919665228278470462475165759646282383484661169890479142315905470226600265158870749796731012955731456218411884238730496139617256647374104783903803616294007812161661045307984540043113036871629166280313567464126325651619214687067058897846136925069830573148723309893450835473588664237697979291330958898270209013046433122080858527023426840725455027251295869479674251895008530582589022227333456687289494538651488674904100201376669651689952896405048144892831968488346626084344839282532812290544369436177129881516279209106791284825469535427637071708138312306150125640195420909766986478423896509001950382478034686784310232720701762846189519186796980525071313223511538805366005514821825429788158355162663783720455852184412559139252943056393263068867433600417407473516453683631351703659133715229121147962360715888013638038534342467360734058210422066448291678082324800005587417067501419546048132469312647268612841624399680998561334318212243970415192761987447929902789667857653350900639562112964568401582955789333389122612965014698443759590579438669395505592272760137197624646962148210896106200832533354501616129366192013645274761185865873459066362172995624797391523719691260100010200594609974650966712666030514679693431806458222890124921481186446895439917136629369523698915913627041644787740639899736347055139452657009030643202840708429910420677128491602620979358505897857273399820308039003562343964611944509050619379488867011410399657905497348108442285099935069471301312822691764416885961124337397138981622731791827281650214774963188094030802345573888276238892968383539481125822770631163937735866253617718970615134940508410463483467909585711730362201525728581067535599376000057804867336867799808
7187^1<8192; lcm = 65033672127588948446473173127349087178818083891209933905883708487634488162436229758623231802881291814592127436204822517823745829433451308409781907476400054218015936037640508119089430393387382005157284893609169449881537545412755970061239097713670550675013650719596121919938465737795522855112359520987601727672193316460717609522491876880277174898772401958507807293306329102296425292325711856391033095477093238296682022761388731696914938713950125556704748091225766011425615264305280918458448994311048818600528935502435734274487352110214946449396941326464506743336265653959458897051837093688705087031258990221702263523530531918579506925163390868082036662453002761915067967168407824589063464214281563444171468640831066127186136602959988414860633573739211395027945855224300517322603178333993985949831154043444227027027134561921770711499192319710685061724711218142562027774333889011403000802066646275490564423676082274951543035611956341853075537596831900566953256895927544692862219093571497751640929480309006919062358585859172207178408906390499310265268608187995479557434471475811903182495276230128319887284113852214206742696169238617892797553529383053477448030989555927279059234813808304594113311439800381248489101364991928946370515042571514729920903832115911670348062360399725823563149198212544127936470301040994881429173856338514515132974094099033507155594284699086659090773453613094605890430900066052612768666001766336482868324665206672865633995637367213809016314577831490104259828002873595824412614518576105696804078789105790112841975841726212023756075755429223524677691081916636590305034146005857932628484889289853395996398818056613609364675902458187295955950952298820186080476872329219874428204231154548681729876335377166795601601867992176764714848395130233717368704293845280855063413950418848369426309297067302747845553211549597249288249106535768147294124786695691466463081017344783357525747201668186359923563321932142383137805032458457498675850508964040649551118427634366390050544300952976084490078495331820432544210197017398869635293918837642563683569575564074395509899033687528137377429394165481635024459363887494098554064613598916209649373062533810901746298381675950245286199907512162752624258524694198194011351693690405486465087154016582946319312921595676358303391563872290377668337640156766464132702277447928056949995919520492754560507336660309744991397415373990380403788272211349342892954632922896532905876353102176703257939067624219379560637715300177494425716945498691664327106039328337716959191710315265383417218803115121754822002068589708642818032550309944937319555418852880973421086338773311673461887816497763930761309002956694393015247911327810685286993837526684460955278766824108671237548301089491978959405126285287246245923903232698816171485766193406522469148036978649581887900223924508553876318602566073666045186546801480386487211006542341366809440855374703013233344290242535256685710864159402600612873237860922573387862673220093587660432831799376457639535041328923763772498250851288252526175220507670764750546241810974817433946001055683866192510206113142365411312132378352715312415443581550068877220096
7193^1<8192; lcm = 467787203613747306175481534305021984077238477429473054585021515151554873352403800653776906358125132022361172648621288370706203751114815261391561260477745589990188627918748174900610272819635438763096350239730755852997899564153953692650492829854432271005373189626054904970117384051963195896823202034463819227146086525301941765295284070399833719046869887287546657860752425232818187127698845383020701055766731663068033789722669147095909154169443253129377253020186934920184450596147885646471623616079374152193604633069020236636387523728776109810512198961259197004817758848930387846493864214902855691015845916664704381524755116090342393312700270514114089713024448866455083887842357482269133498093327285853925373933497858652849880585091196668092537295906147564436014536628393621101484661756418740937135491034494325005406178903903296727813690355678957648985847792099448665780783663659021784769265386659603629899502059803726449055156801966949172341934011860778094776852406828975757941940059783327553205751862686768815545308085025686234295263666861538738077098696251484456626153325515019591688521923313004949234630938976789100213545333378502892802536852303663283686907875784918273076015723134945457049186484142320382106118386944911243114701216905452321061264409752644813612558355227848889732182742829912247030875387876182120047548642934907351482658854348016970189689840530338839933451838989500169869464175116443645014550705258321271859316831597922505330619582368928254350758341908319940942824669774764999936232117928277111738730037948281672332229536643086877452908802404813006631952226366994064110612220136109396691808661915477402096698281221692160113766381741219811155199885413598476870142664078556762073034694668667683000480367960760762322236467727468593904506171771129033089985629105190471136545362776321283442773805108665253064250676253014130375823311780283486639590702108718268941757761026690682699621599264486930190974657900161910231598473684787975392710978344392221194849973997443633565156754756975737134616921784371290503947146150069286669158199162960575915957032387126902703749314389892155849632232309400730936204442745050899386765617004296007940438805701816261124259395110114343635934734986679626291568125367609523652732715086664143371898841281132874817845037700045276295518933384686568352645647621176506527481682946513641320649110904383553729272597607995723121608785112806244449042016235823429022674614394761191968607863957026534355713421009997179667086154176717404181988972089141504873740888733198087465972297703902920054850807070782434660879365774267790108134379433934139562127808772841817874034796430867211359064068415953966095658267502768958678226180942259269346673329441327651320169765813672211684929736715804655001073370071162246930635952802584721497116229173116120581829987426442519666310688990028032359708257767879863026831143048420002508770059061451460308072710238774187445479714556101340318245898582906208397199933616070378896208472133176041493359132914859801175552278948632815579918373316400420778361111675810850679117346341861802373585593534049522725912571833034403568168197491081242204285682089645433844150528
7207^1<8192; lcm = 3371342376444276835606695417736293439244657706834212304394250059697255972250774191311770164123007826485156971278613625287679610434284473588848982004263112467059289441410418096508698236211112607165635396177739557432555862158857544262932101824760893377135724577634977700119635986862498752828404817062380745170041845587851094302483112295371601613170791277681348763202442728652920674629325578675430192508910835095731319522531276543120217274099177525303421862516487239969769335446437811854120991401084049514859308590528428845438444883513289423404361417913795032813721588024241305209681279396804880965151201521402524477648910121663097628604630849595220244561767202980541789579679870374713645120758609749149240169938719067311089089376752254386942916291595605496890356765480832827278399957278509865933935483885600600313962331360431059517353266393378247776241005037660726534282107863990570002832095641655763360685711345005456518340515071775802685068318423480627729056775296016428287487562010858441675953853674383542853635035368780120690565965247071109685321650303884448478904687016986746197299177501316826669133985177205719045239021217658870348427883094552501285531545060781905994058845316633551908953486991213702993838795214711975329127651670237594877888532601087311171705708066127106948299841027575177564351518920423644539182683069631877282135522363286158304157094680702152019400387403597327724249228310064209349619866932796721406290096405326227495917775330132865929105915370133261814374937395066731354540424873909093144301027383493266012498378270586727125803113738931487338796479695426926220045182270520940421957865026424845636910904512764735397939914313208971178995525574175804222803118180014158584260361044477087991384462011893202814056358222911866156269775979954526941479526428961107725481082429528947489772070813418150478834054623755472837618558608000503088211530190097532564263248183719359750216172865899157305886354359486466887039130199846266938655268020928034738151283762599576267104084731533524137529184155299963890661947082303549349024623141367456870626302332414023587785921308807952767208299498253851067857225418863581831880419801749961329226742472692989793922537460558594074584181635049000066683331479524361836965244677629588481281274949113124628812209186704226306261804952903436098117517182405819082543560488995523812997918142287892271726867610960825176537434514307994603744245811011579452966415945943043910517756875538290233101626625219049673860689913151602331939594521846442825625050585100158616367262349552028344835309766559129006600957589135147963309324472580363343824255117825870981418168777877259992264774741073780233651409133892455885193976086050862554181474685283648383064463502219135629613288612510804148592735778102866313629093311848228087829716663650647881033248719382371239235101135551132029216417413733110172834372047949962958080705815655880674440280022690845568919572302805822359673598191087005043918619921571019220704974458663799731042639270917394587072205274382796701884471716491297832549648531847568800844398715085798009706431372599894910285651905200678946515788199318222512566286910820074641714792855296
7211^1<8192; lcm = 24310749876539680261559880657296411990393226723981504926986937180476912815900332693549174653491009436784466919890082851949457670841625339049190009232741303999964536162010524893924222981318333010271396841837679948646160322027521751680003386258350802142525709929325824195562695101265478506645627135836827553421171748533994241015205722761924619232574575903360205931452814516316210984752066747828527118181756031875318545076973035152439886763529169134962975050606389487422006677904263061280066468993217081051650474246300500404456626055014330032168850184576375981619746371242804051867011705730359996639705314170833604008326290887312596999867993056431133183534903300692686844659071545272060094965790334901115170865428103194380263423495760506384245369378695911238076362635882285517504542091935334643249608774299065928863982371440068370179634403962650544714473887326571499038708279807236000290422241671979709593904664508834346953753454182575313162027644151718806554228406659574464381072809660300222925303238845979727517562240044273450299671175396629771940854420341310757981381698079491426828724368961995637111125167112830440035218582000538114082513464994818086769967971433298324123158333578244542815463594693642012288571552293288054098339496194083296664454208586440600859169860864842568204190153649844605416538802935174900772046327615115467081479251761656487531276809742543218211896193567340330219561185343873013620108860452397158060757885178807426473063077905588096214782755734030950943457673555826199797591003765758470663554708462369941216125805709200889304166253171434955200061415083723564972745809352726501382738164705549561887764532441546506954544722112549891171736734915381724250633285196082097551101463491724281505873355567761885492160399145417466852861354591452093775008865079238547808444085399333240348746402635558283102872367891900714632067426122291627769093344200793307320902282652800303158808822535998823332746501286256912722439167871091430894643137698912058496808907212105544462087554999088242555722946943868039615563300410490894355816557472400731494086266119037524091524278557814147404339047681908520050318452495425288589689707190418971145054039970589149403975417628088021871826533770338339480853503298850173206356379370386962538519273658054741698364840445324175894453875515386677703525416402328361404221614686146722215527987724037991171422442342638510348011440282674949087599756543204499435340825386195289638743544829506610870895829594454567198209434963736204415616416097034699215582239769157243782624328802619676394607418726657879266599505175253551963423538771777000072316703654642355647006415057272921804221290657883029264860311264498499388133761556512769878202613955580388490277846314502187025141424184815408715502217695899768987579391871737572741340086861584821870130756515466279006124314288459213062679585970429457456308656837767182890719969636694555543388859243623687397479035875532785035606316555928393371697168254448619600503570821424659860548471782585332367377672233574347017288925547618748670515515563152818622888959134483689447993076627817842198069835888402095883325348705283702538115494913923558241405371279539456
